time,latitude,longitude,DHW
2025-08-16T12:00:00Z,-24.475,142.475,0.0
2025-08-16T12:00:00Z,-24.475,142.525,0.0
2025-08-16T12:00:00Z,-24.475,142.575,0.0
2025-08-16T12:00:00Z,-24.475,142.625,0.0
2025-08-16T12:00:00Z,-24.475,142.675,0.0
2025-08-16T12:00:00Z,-24.475,142.725,0.0
2025-08-16T12:00:00Z,-24.475,142.775,0.0
2025-08-16T12:00:00Z,-24.475,142.825,0.0
2025-08-16T12:00:00Z,-24.475,142.875,0.0
2025-08-16T12:00:00Z,-24.475,142.925,0.0
2025-08-16T12:00:00Z,-24.475,142.975,0.0
2025-08-16T12:00:00Z,-24.475,143.025,0.0
2025-08-16T12:00:00Z,-24.475,143.075,0.0
2025-08-16T12:00:00Z,-24.475,143.125,0.0
2025-08-16T12:00:00Z,-24.475,143.175,0.0
2025-08-16T12:00:00Z,-24.475,143.225,0.0
2025-08-16T12:00:00Z,-24.475,143.275,0.0
2025-08-16T12:00:00Z,-24.475,143.325,0.0
2025-08-16T12:00:00Z,-24.475,143.375,0.0
2025-08-16T12:00:00Z,-24.475,143.425,0.0
2025-08-16T12:00:00Z,-24.475,143.475,0.0
2025-08-16T12:00:00Z,-24.475,143.525,0.0
2025-08-16T12:00:00Z,-24.475,143.575,0.0
2025-08-16T12:00:00Z,-24.475,143.625,0.0
2025-08-16T12:00:00Z,-24.475,143.675,0.0
2025-08-16T12:00:00Z,-24.475,143.725,0.0
2025-08-16T12:00:00Z,-24.475,143.775,0.0
2025-08-16T12:00:00Z,-24.475,143.825,0.0
2025-08-16T12:00:00Z,-24.475,143.875,0.0
2025-08-16T12:00:00Z,-24.475,143.925,0.0
2025-08-16T12:00:00Z,-24.475,143.975,0.0
2025-08-16T12:00:00Z,-24.475,144.025,0.0
2025-08-16T12:00:00Z,-24.475,144.075,0.0
2025-08-16T12:00:00Z,-24.475,144.125,0.0
2025-08-16T12:00:00Z,-24.475,144.175,0.0
2025-08-16T12:00:00Z,-24.475,144.225,0.0
2025-08-16T12:00:00Z,-24.475,144.275,0.0
2025-08-16T12:00:00Z,-24.475,144.325,0.0
2025-08-16T12:00:00Z,-24.475,144.375,0.0
2025-08-16T12:00:00Z,-24.475,144.425,0.0
2025-08-16T12:00:00Z,-24.475,144.475,0.0
2025-08-16T12:00:00Z,-24.475,144.525,0.0
2025-08-16T12:00:00Z,-24.475,144.575,0.0
2025-08-16T12:00:00Z,-24.475,144.625,0.0
2025-08-16T12:00:00Z,-24.475,144.675,0.0
2025-08-16T12:00:00Z,-24.475,144.725,0.0
2025-08-16T12:00:00Z,-24.475,144.775,0.0
2025-08-16T12:00:00Z,-24.475,144.825,0.0
2025-08-16T12:00:00Z,-24.475,144.875,0.0
2025-08-16T12:00:00Z,-24.475,144.925,0.0
2025-08-16T12:00:00Z,-24.475,144.975,0.0
2025-08-16T12:00:00Z,-24.475,145.025,0.0
2025-08-16T12:00:00Z,-24.475,145.075,0.0
2025-08-16T12:00:00Z,-24.475,145.125,0.0
2025-08-16T12:00:00Z,-24.475,145.175,0.0
2025-08-16T12:00:00Z,-24.475,145.225,0.0
2025-08-16T12:00:00Z,-24.475,145.275,0.0
2025-08-16T12:00:00Z,-24.475,145.325,0.0
2025-08-16T12:00:00Z,-24.475,145.375,0.0
2025-08-16T12:00:00Z,-24.475,145.425,0.0
2025-08-16T12:00:00Z,-24.475,145.475,0.0
2025-08-16T12:00:00Z,-24.475,145.525,0.0
2025-08-16T12:00:00Z,-24.475,145.575,0.0
2025-08-16T12:00:00Z,-24.475,145.625,0.0
2025-08-16T12:00:00Z,-24.475,145.675,0.0
2025-08-16T12:00:00Z,-24.475,145.725,0.0
2025-08-16T12:00:00Z,-24.475,145.775,0.0
2025-08-16T12:00:00Z,-24.475,145.825,0.0
2025-08-16T12:00:00Z,-24.475,145.875,0.0
2025-08-16T12:00:00Z,-24.475,145.925,0.0
2025-08-16T12:00:00Z,-24.475,145.975,0.0
2025-08-16T12:00:00Z,-24.475,146.025,0.0
2025-08-16T12:00:00Z,-24.475,146.075,0.0
2025-08-16T12:00:00Z,-24.475,146.125,0.0
2025-08-16T12:00:00Z,-24.475,146.175,0.0
2025-08-16T12:00:00Z,-24.475,146.225,0.0
2025-08-16T12:00:00Z,-24.475,146.275,0.0
2025-08-16T12:00:00Z,-24.475,146.325,0.0
2025-08-16T12:00:00Z,-24.475,146.375,0.0
2025-08-16T12:00:00Z,-24.475,146.425,0.0
2025-08-16T12:00:00Z,-24.475,146.475,0.0
2025-08-16T12:00:00Z,-24.475,146.525,0.0
2025-08-16T12:00:00Z,-24.475,146.575,0.0
2025-08-16T12:00:00Z,-24.475,146.625,0.0
2025-08-16T12:00:00Z,-24.475,146.675,0.0
2025-08-16T12:00:00Z,-24.475,146.725,0.0
2025-08-16T12:00:00Z,-24.475,146.775,0.0
2025-08-16T12:00:00Z,-24.475,146.825,0.0
2025-08-16T12:00:00Z,-24.475,146.875,0.0
2025-08-16T12:00:00Z,-24.475,146.925,0.0
2025-08-16T12:00:00Z,-24.475,146.975,0.0
2025-08-16T12:00:00Z,-24.475,147.025,0.0
2025-08-16T12:00:00Z,-24.475,147.075,0.0
2025-08-16T12:00:00Z,-24.475,147.125,0.0
2025-08-16T12:00:00Z,-24.475,147.175,0.0
2025-08-16T12:00:00Z,-24.475,147.225,0.0
2025-08-16T12:00:00Z,-24.475,147.275,0.0
2025-08-16T12:00:00Z,-24.475,147.325,0.0
2025-08-16T12:00:00Z,-24.475,147.375,0.0
2025-08-16T12:00:00Z,-24.475,147.425,0.0
2025-08-16T12:00:00Z,-24.475,147.475,0.0
2025-08-16T12:00:00Z,-24.475,147.525,0.0
2025-08-16T12:00:00Z,-24.475,147.575,0.0
2025-08-16T12:00:00Z,-24.475,147.625,0.0
2025-08-16T12:00:00Z,-24.475,147.675,0.0
2025-08-16T12:00:00Z,-24.475,147.725,0.0
2025-08-16T12:00:00Z,-24.475,147.775,0.0
2025-08-16T12:00:00Z,-24.475,147.825,0.0
2025-08-16T12:00:00Z,-24.475,147.875,0.0
2025-08-16T12:00:00Z,-24.475,147.925,0.0
2025-08-16T12:00:00Z,-24.475,147.975,0.0
2025-08-16T12:00:00Z,-24.475,148.025,0.0
2025-08-16T12:00:00Z,-24.475,148.075,0.0
2025-08-16T12:00:00Z,-24.475,148.125,0.0
2025-08-16T12:00:00Z,-24.475,148.175,0.0
2025-08-16T12:00:00Z,-24.475,148.225,0.0
2025-08-16T12:00:00Z,-24.475,148.275,0.0
2025-08-16T12:00:00Z,-24.475,148.325,0.0
2025-08-16T12:00:00Z,-24.475,148.375,0.0
2025-08-16T12:00:00Z,-24.475,148.425,0.0
2025-08-16T12:00:00Z,-24.475,148.475,0.0
2025-08-16T12:00:00Z,-24.475,148.525,0.0
2025-08-16T12:00:00Z,-24.475,148.575,0.0
2025-08-16T12:00:00Z,-24.475,148.625,0.0
2025-08-16T12:00:00Z,-24.475,148.675,0.0
2025-08-16T12:00:00Z,-24.475,148.725,0.0
2025-08-16T12:00:00Z,-24.475,148.775,0.0
2025-08-16T12:00:00Z,-24.475,148.825,0.0
2025-08-16T12:00:00Z,-24.475,148.875,0.0
2025-08-16T12:00:00Z,-24.475,148.925,0.0
2025-08-16T12:00:00Z,-24.475,148.975,0.0
2025-08-16T12:00:00Z,-24.475,149.025,0.0
2025-08-16T12:00:00Z,-24.475,149.075,0.0
2025-08-16T12:00:00Z,-24.475,149.125,0.0
2025-08-16T12:00:00Z,-24.475,149.175,0.0
2025-08-16T12:00:00Z,-24.475,149.225,0.0
2025-08-16T12:00:00Z,-24.475,149.275,0.0
2025-08-16T12:00:00Z,-24.475,149.325,0.0
2025-08-16T12:00:00Z,-24.475,149.375,0.0
2025-08-16T12:00:00Z,-24.475,149.425,0.0
2025-08-16T12:00:00Z,-24.475,149.475,0.0
2025-08-16T12:00:00Z,-24.475,149.525,0.0
2025-08-16T12:00:00Z,-24.475,149.575,0.0
2025-08-16T12:00:00Z,-24.475,149.625,0.0
2025-08-16T12:00:00Z,-24.475,149.675,0.0
2025-08-16T12:00:00Z,-24.475,149.725,0.0
2025-08-16T12:00:00Z,-24.475,149.775,0.0
2025-08-16T12:00:00Z,-24.475,149.825,0.0
2025-08-16T12:00:00Z,-24.475,149.875,0.0
2025-08-16T12:00:00Z,-24.475,149.925,0.0
2025-08-16T12:00:00Z,-24.475,149.975,0.0
2025-08-16T12:00:00Z,-24.475,150.025,0.0
2025-08-16T12:00:00Z,-24.475,150.075,0.0
2025-08-16T12:00:00Z,-24.475,150.125,0.0
2025-08-16T12:00:00Z,-24.475,150.175,0.0
2025-08-16T12:00:00Z,-24.475,150.225,0.0
2025-08-16T12:00:00Z,-24.475,150.275,0.0
2025-08-16T12:00:00Z,-24.475,150.325,0.0
2025-08-16T12:00:00Z,-24.475,150.375,0.0
2025-08-16T12:00:00Z,-24.475,150.425,0.0
2025-08-16T12:00:00Z,-24.475,150.475,0.0
2025-08-16T12:00:00Z,-24.475,150.525,0.0
2025-08-16T12:00:00Z,-24.475,150.575,0.0
2025-08-16T12:00:00Z,-24.475,150.625,0.0
2025-08-16T12:00:00Z,-24.475,150.675,0.0
2025-08-16T12:00:00Z,-24.475,150.725,0.0
2025-08-16T12:00:00Z,-24.475,150.775,0.0
2025-08-16T12:00:00Z,-24.475,150.825,0.0
2025-08-16T12:00:00Z,-24.475,150.875,0.0
2025-08-16T12:00:00Z,-24.475,150.925,0.0
2025-08-16T12:00:00Z,-24.475,150.975,0.0
2025-08-16T12:00:00Z,-24.475,151.025,0.0
2025-08-16T12:00:00Z,-24.475,151.075,0.0
2025-08-16T12:00:00Z,-24.475,151.125,0.0
2025-08-16T12:00:00Z,-24.475,151.175,0.0
2025-08-16T12:00:00Z,-24.475,151.225,0.0
2025-08-16T12:00:00Z,-24.475,151.275,0.0
2025-08-16T12:00:00Z,-24.475,151.325,0.0
2025-08-16T12:00:00Z,-24.475,151.375,0.0
2025-08-16T12:00:00Z,-24.475,151.425,0.0
2025-08-16T12:00:00Z,-24.475,151.475,0.0
2025-08-16T12:00:00Z,-24.475,151.525,0.0
2025-08-16T12:00:00Z,-24.475,151.575,0.0
2025-08-16T12:00:00Z,-24.475,151.625,0.0
2025-08-16T12:00:00Z,-24.475,151.675,0.0
2025-08-16T12:00:00Z,-24.475,151.725,0.0
2025-08-16T12:00:00Z,-24.475,151.775,0.0
2025-08-16T12:00:00Z,-24.475,151.825,0.0
2025-08-16T12:00:00Z,-24.475,151.875,0.0
2025-08-16T12:00:00Z,-24.475,151.925,0.0
2025-08-16T12:00:00Z,-24.475,151.975,0.0
2025-08-16T12:00:00Z,-24.475,152.025,0.008571428571428579
2025-08-16T12:00:00Z,-24.475,152.075,0.029999999999999995
2025-08-16T12:00:00Z,-24.475,152.125,0.054285714285714305
2025-08-16T12:00:00Z,-24.475,152.175,0.08428571428571427
2025-08-16T12:00:00Z,-24.475,152.225,0.13857142857142857
2025-08-16T12:00:00Z,-24.475,152.275,0.22142857142857145
2025-08-16T12:00:00Z,-24.475,152.325,0.2842857142857143
2025-08-16T12:00:00Z,-24.475,152.375,0.35000000000000003
2025-08-16T12:00:00Z,-24.475,152.425,0.4114285714285714
2025-08-16T12:00:00Z,-24.475,152.475,0.4857142857142857
2025-08-16T12:00:00Z,-24.475,152.525,0.5728571428571428
2025-08-16T12:00:00Z,-24.475,152.575,0.6714285714285715
2025-08-16T12:00:00Z,-24.475,152.625,0.7985714285714287
2025-08-16T12:00:00Z,-24.475,152.675,0.9357142857142858
2025-08-16T12:00:00Z,-24.475,152.725,1.1557142857142857
2025-08-16T12:00:00Z,-24.475,152.775,1.3485714285714285
2025-08-16T12:00:00Z,-24.475,152.825,1.5014285714285713
2025-08-16T12:00:00Z,-24.475,152.875,1.6428571428571428
2025-08-16T12:00:00Z,-24.475,152.925,1.7357142857142858
2025-08-16T12:00:00Z,-24.475,152.975,1.8385714285714287
2025-08-16T12:00:00Z,-24.475,153.025,1.9985714285714287
2025-08-16T12:00:00Z,-24.475,153.075,2.197142857142857
2025-08-16T12:00:00Z,-24.475,153.125,2.46
2025-08-16T12:00:00Z,-24.475,153.175,2.792857142857143
2025-08-16T12:00:00Z,-24.475,153.225,3.177142857142857
2025-08-16T12:00:00Z,-24.475,153.275,3.29
2025-08-16T12:00:00Z,-24.475,153.325,3.1128571428571425
2025-08-16T12:00:00Z,-24.475,153.375,2.672857142857143
2025-08-16T12:00:00Z,-24.475,153.425,2.0885714285714285
2025-08-16T12:00:00Z,-24.475,153.475,1.6885714285714286
2025-08-16T12:00:00Z,-24.475,153.525,1.4485714285714286
2025-08-16T12:00:00Z,-24.475,153.575,1.3471428571428572
2025-08-16T12:00:00Z,-24.475,153.625,1.2842857142857143
2025-08-16T12:00:00Z,-24.475,153.675,1.3114285714285716
2025-08-16T12:00:00Z,-24.475,153.725,1.3614285714285717
2025-08-16T12:00:00Z,-24.475,153.775,1.4442857142857142
2025-08-16T12:00:00Z,-24.475,153.825,1.6057142857142856
2025-08-16T12:00:00Z,-24.475,153.875,1.682857142857143
2025-08-16T12:00:00Z,-24.475,153.925,1.7157142857142857
2025-08-16T12:00:00Z,-24.475,153.975,1.682857142857143
2025-08-16T12:00:00Z,-24.475,154.025,1.6142857142857143
2025-08-16T12:00:00Z,-24.425,142.475,0.0
2025-08-16T12:00:00Z,-24.425,142.525,0.0
2025-08-16T12:00:00Z,-24.425,142.575,0.0
2025-08-16T12:00:00Z,-24.425,142.625,0.0
2025-08-16T12:00:00Z,-24.425,142.675,0.0
2025-08-16T12:00:00Z,-24.425,142.725,0.0
2025-08-16T12:00:00Z,-24.425,142.775,0.0
2025-08-16T12:00:00Z,-24.425,142.825,0.0
2025-08-16T12:00:00Z,-24.425,142.875,0.0
2025-08-16T12:00:00Z,-24.425,142.925,0.0
2025-08-16T12:00:00Z,-24.425,142.975,0.0
2025-08-16T12:00:00Z,-24.425,143.025,0.0
2025-08-16T12:00:00Z,-24.425,143.075,0.0
2025-08-16T12:00:00Z,-24.425,143.125,0.0
2025-08-16T12:00:00Z,-24.425,143.175,0.0
2025-08-16T12:00:00Z,-24.425,143.225,0.0
2025-08-16T12:00:00Z,-24.425,143.275,0.0
2025-08-16T12:00:00Z,-24.425,143.325,0.0
2025-08-16T12:00:00Z,-24.425,143.375,0.0
2025-08-16T12:00:00Z,-24.425,143.425,0.0
2025-08-16T12:00:00Z,-24.425,143.475,0.0
2025-08-16T12:00:00Z,-24.425,143.525,0.0
2025-08-16T12:00:00Z,-24.425,143.575,0.0
2025-08-16T12:00:00Z,-24.425,143.625,0.0
2025-08-16T12:00:00Z,-24.425,143.675,0.0
2025-08-16T12:00:00Z,-24.425,143.725,0.0
2025-08-16T12:00:00Z,-24.425,143.775,0.0
2025-08-16T12:00:00Z,-24.425,143.825,0.0
2025-08-16T12:00:00Z,-24.425,143.875,0.0
2025-08-16T12:00:00Z,-24.425,143.925,0.0
2025-08-16T12:00:00Z,-24.425,143.975,0.0
2025-08-16T12:00:00Z,-24.425,144.025,0.0
2025-08-16T12:00:00Z,-24.425,144.075,0.0
2025-08-16T12:00:00Z,-24.425,144.125,0.0
2025-08-16T12:00:00Z,-24.425,144.175,0.0
2025-08-16T12:00:00Z,-24.425,144.225,0.0
2025-08-16T12:00:00Z,-24.425,144.275,0.0
2025-08-16T12:00:00Z,-24.425,144.325,0.0
2025-08-16T12:00:00Z,-24.425,144.375,0.0
2025-08-16T12:00:00Z,-24.425,144.425,0.0
2025-08-16T12:00:00Z,-24.425,144.475,0.0
2025-08-16T12:00:00Z,-24.425,144.525,0.0
2025-08-16T12:00:00Z,-24.425,144.575,0.0
